Fuel Type,Allowance,Charge Type,October 2022 - December 2022,January 2023 - March 2023,April 2023 - June 2023,July 2023 - September 2023,October 2023 - December 2023,January 2024 - March 2024,April 2024 - June 2024,July 2024 - September 2024,October 2024 - December 2024,January 2025 - March 2025,April 2025 - June 2025,July 2025 - September 2025,October 2025 - December 2025,January 2026 - March 2026,April 2026 - June 2026,Allowance Value,Payment Method,Tab Category,Cap Period,Start Date,End Date,Subtotal (UR/SC),Total Bill,% of Subtotal,% of Total Bill
Electricity Multi-Register,HAP,Unit Rate,,,,,,,,,,,,,,,,10.14,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,697.9210781533338,1063.4098838784298,1.45%,0.95%
Electricity Multi-Register,HAP,Unit Rate,,,,,,,,,,,,,,,,10.14,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,697.9210781533338,825.4751400124426,1.45%,1.23%
Electricity Multi-Register,HAP,Unit Rate,,,,,,,,,,,,,,,,10.14,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,697.9210781533338,1795.8091404926765,1.45%,0.56%
Electricity Multi-Register,HAP,Unit Rate,,,,,,,,,,,,,,,,10.14,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,1421.9109924795189,884.8192795043922,0.71%,1.15%
Electricity Multi-Register,HAP,Unit Rate,,,,,,,,,,,,,,,,10.14,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,1421.9109924795189,1063.4098838784298,0.71%,0.95%
Electricity Multi-Register,HAP,Unit Rate,,,,,,,,,,,,,,,,10.14,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,1421.9109924795189,825.4751400124426,0.71%,1.23%
Electricity Multi-Register,HAP,Unit Rate,,,,,,,,,,,,,,,,10.14,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,1421.9109924795189,1795.8091404926765,0.71%,0.56%
Electricity Multi-Register,IC,Unit Rate,,,,,,,,,,,,,,,,9.34,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,656.2798670652555,884.8192795043922,1.42%,1.06%
Electricity Multi-Register,IC,Unit Rate,,,,,,,,,,,,,,,,9.34,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,656.2798670652555,1063.4098838784298,1.42%,0.88%
Electricity Multi-Register,IC,Unit Rate,,,,,,,,,,,,,,,,9.34,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,656.2798670652555,825.4751400124426,1.42%,1.13%
Electricity Multi-Register,IC,Unit Rate,,,,,,,,,,,,,,,,9.34,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,656.2798670652555,1795.8091404926765,1.42%,0.52%
Electricity Multi-Register,IC,Unit Rate,,,,,,,,,,,,,,,,9.34,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,835.1126774018225,884.8192795043922,1.12%,1.06%
Electricity Multi-Register,IC,Unit Rate,,,,,,,,,,,,,,,,9.34,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,835.1126774018225,1063.4098838784298,1.12%,0.88%
Electricity Multi-Register,IC,Unit Rate,,,,,,,,,,,,,,,,9.34,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,835.1126774018225,825.4751400124426,1.12%,1.13%
Electricity Multi-Register,IC,Unit Rate,,,,,,,,,,,,,,,,9.34,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,835.1126774018225,1795.8091404926765,1.12%,0.52%
Electricity Multi-Register,IC,Unit Rate,,,,,,,,,,,,,,,,9.34,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,697.9210781533338,884.8192795043922,1.34%,1.06%
Electricity Multi-Register,IC,Unit Rate,,,,,,,,,,,,,,,,9.34,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,697.9210781533338,1063.4098838784298,1.34%,0.88%
Electricity Multi-Register,IC,Unit Rate,,,,,,,,,,,,,,,,9.34,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,697.9210781533338,825.4751400124426,1.34%,1.13%
Electricity Multi-Register,IC,Unit Rate,,,,,,,,,,,,,,,,9.34,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,697.9210781533338,1795.8091404926765,1.34%,0.52%
Electricity Multi-Register,IC,Unit Rate,,,,,,,,,,,,,,,,9.34,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,1421.9109924795189,884.8192795043922,0.66%,1.06%
Electricity Multi-Register,IC,Unit Rate,,,,,,,,,,,,,,,,9.34,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,1421.9109924795189,1063.4098838784298,0.66%,0.88%
Electricity Multi-Register,IC,Unit Rate,,,,,,,,,,,,,,,,9.34,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,1421.9109924795189,825.4751400124426,0.66%,1.13%
Electricity Multi-Register,IC,Unit Rate,,,,,,,,,,,,,,,,9.34,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,1421.9109924795189,1795.8091404926765,0.66%,0.52%
Electricity Multi-Register,SMNCC,Unit Rate,,,,,,,,,,,,,,,,-0.95,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,656.2798670652555,884.8192795043922,-0.14%,-0.11%
Electricity Multi-Register,SMNCC,Unit Rate,,,,,,,,,,,,,,,,-0.95,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,656.2798670652555,1063.4098838784298,-0.14%,-0.09%
Electricity Multi-Register,SMNCC,Unit Rate,,,,,,,,,,,,,,,,-0.95,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,656.2798670652555,825.4751400124426,-0.14%,-0.11%
Electricity Multi-Register,SMNCC,Unit Rate,,,,,,,,,,,,,,,,-0.95,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,656.2798670652555,1795.8091404926765,-0.14%,-0.05%
Electricity Multi-Register,SMNCC,Unit Rate,,,,,,,,,,,,,,,,-0.95,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,835.1126774018225,884.8192795043922,-0.11%,-0.11%
Electricity Multi-Register,SMNCC,Unit Rate,,,,,,,,,,,,,,,,-0.95,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,835.1126774018225,1063.4098838784298,-0.11%,-0.09%
Electricity Multi-Register,SMNCC,Unit Rate,,,,,,,,,,,,,,,,-0.95,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,835.1126774018225,825.4751400124426,-0.11%,-0.11%
Electricity Multi-Register,SMNCC,Unit Rate,,,,,,,,,,,,,,,,-0.95,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,835.1126774018225,1795.8091404926765,-0.11%,-0.05%
Electricity Multi-Register,SMNCC,Unit Rate,,,,,,,,,,,,,,,,-0.95,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,697.9210781533338,884.8192795043922,-0.14%,-0.11%
Electricity Multi-Register,SMNCC,Unit Rate,,,,,,,,,,,,,,,,-0.95,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,697.9210781533338,1063.4098838784298,-0.14%,-0.09%
Electricity Multi-Register,SMNCC,Unit Rate,,,,,,,,,,,,,,,,-0.95,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,697.9210781533338,825.4751400124426,-0.14%,-0.11%
Electricity Multi-Register,SMNCC,Unit Rate,,,,,,,,,,,,,,,,-0.95,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,697.9210781533338,1795.8091404926765,-0.14%,-0.05%
Electricity Multi-Register,SMNCC,Unit Rate,,,,,,,,,,,,,,,,-0.95,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,1421.9109924795189,884.8192795043922,-0.07%,-0.11%
Electricity Multi-Register,SMNCC,Unit Rate,,,,,,,,,,,,,,,,-0.95,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,1421.9109924795189,1063.4098838784298,-0.07%,-0.09%
Electricity Multi-Register,SMNCC,Unit Rate,,,,,,,,,,,,,,,,-0.95,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,1421.9109924795189,825.4751400124426,-0.07%,-0.11%
Electricity Multi-Register,SMNCC,Unit Rate,,,,,,,,,,,,,,,,-0.95,Standard Credit,OPEX,Jul 2026 - Sept 2026,2026-07-01,2026-09-01,1421.9109924795189,1795.8091404926765,-0.07%,-0.05%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,884.8192795043922,1.17%,0.87%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,1063.4098838784298,1.17%,0.72%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,825.4751400124426,1.17%,0.93%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,1795.8091404926765,1.17%,0.43%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,884.8192795043922,0.92%,0.87%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,1063.4098838784298,0.92%,0.72%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,825.4751400124426,0.92%,0.93%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,1795.8091404926765,0.92%,0.43%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,884.8192795043922,1.1%,0.87%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,1063.4098838784298,1.1%,0.72%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,825.4751400124426,1.1%,0.93%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,1795.8091404926765,1.1%,0.43%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,884.8192795043922,0.54%,0.87%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,1063.4098838784298,0.54%,0.72%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,825.4751400124426,0.54%,0.93%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,1795.8091404926765,0.54%,0.43%
Electricity Multi-Register,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,884.8192795043922,0.0%,0.0%
Electricity Multi-Register,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,1063.4098838784298,0.0%,0.0%
Electricity Multi-Register,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,825.4751400124426,0.0%,0.0%
Electricity Multi-Register,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,1795.8091404926765,0.0%,0.0%
Electricity Multi-Register,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,884.8192795043922,0.0%,0.0%
Electricity Multi-Register,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,1063.4098838784298,0.0%,0.0%
Electricity Multi-Register,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,825.4751400124426,0.0%,0.0%
Electricity Multi-Register,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,1795.8091404926765,0.0%,0.0%
Electricity Multi-Register,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,884.8192795043922,0.0%,0.0%
Electricity Multi-Register,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,1063.4098838784298,0.0%,0.0%
Electricity Multi-Register,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,825.4751400124426,0.0%,0.0%
Electricity Multi-Register,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,1795.8091404926765,0.0%,0.0%
Electricity Multi-Register,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,884.8192795043922,0.0%,0.0%
Electricity Multi-Register,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,1063.4098838784298,0.0%,0.0%
Electricity Multi-Register,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,825.4751400124426,0.0%,0.0%
Electricity Multi-Register,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,1795.8091404926765,0.0%,0.0%
Electricity Multi-Register,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,884.8192795043922,0.76%,0.57%
Electricity Multi-Register,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,1063.4098838784298,0.76%,0.47%
Electricity Multi-Register,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,825.4751400124426,0.76%,0.61%
Electricity Multi-Register,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,1795.8091404926765,0.76%,0.28%
Electricity Multi-Register,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,884.8192795043922,0.6%,0.57%
Electricity Multi-Register,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,1063.4098838784298,0.6%,0.47%
Electricity Multi-Register,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,825.4751400124426,0.6%,0.61%
Electricity Multi-Register,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,1795.8091404926765,0.6%,0.28%
Electricity Multi-Register,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,884.8192795043922,0.72%,0.57%
Electricity Multi-Register,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,1063.4098838784298,0.72%,0.47%
Electricity Multi-Register,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,825.4751400124426,0.72%,0.61%
Electricity Multi-Register,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,1795.8091404926765,0.72%,0.28%
Electricity Multi-Register,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,884.8192795043922,0.35%,0.57%
Electricity Multi-Register,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,1063.4098838784298,0.35%,0.47%
Electricity Multi-Register,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,825.4751400124426,0.35%,0.61%
Electricity Multi-Register,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,1795.8091404926765,0.35%,0.28%
Electricity Multi-Register,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,884.8192795043922,0.07%,0.05%
Electricity Multi-Register,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,1063.4098838784298,0.07%,0.04%
Electricity Multi-Register,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,825.4751400124426,0.07%,0.05%
Electricity Multi-Register,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,1795.8091404926765,0.07%,0.02%
Electricity Multi-Register,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,884.8192795043922,0.05%,0.05%
