Fuel Type,Allowance,Charge Type,October 2022 - December 2022,January 2023 - March 2023,April 2023 - June 2023,July 2023 - September 2023,October 2023 - December 2023,January 2024 - March 2024,April 2024 - June 2024,July 2024 - September 2024,October 2024 - December 2024,January 2025 - March 2025,April 2025 - June 2025,July 2025 - September 2025,October 2025 - December 2025,January 2026 - March 2026,April 2026 - June 2026,Allowance Value,Payment Method,Tab Category,Cap Period,Start Date,End Date,Subtotal (UR/SC),Total Bill,% of Subtotal,% of Total Bill
Electricity Multi-Register,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,1063.4098838784298,0.05%,0.04%
Electricity Multi-Register,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,825.4751400124426,0.05%,0.05%
Electricity Multi-Register,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,1795.8091404926765,0.05%,0.02%
Electricity Multi-Register,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,884.8192795043922,0.06%,0.05%
Electricity Multi-Register,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,1063.4098838784298,0.06%,0.04%
Electricity Multi-Register,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,825.4751400124426,0.06%,0.05%
Electricity Multi-Register,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,1795.8091404926765,0.06%,0.02%
Electricity Multi-Register,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,884.8192795043922,0.03%,0.05%
Electricity Multi-Register,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,1063.4098838784298,0.03%,0.04%
Electricity Multi-Register,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,825.4751400124426,0.03%,0.05%
Electricity Multi-Register,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,1795.8091404926765,0.03%,0.02%
Electricity Multi-Register,NCC,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927551988981379,0.927551988981379,0.9245527805406587,0.9245527805406587,1.1378363640056073,1.14,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,884.8192795043922,0.17%,0.13%
Electricity Multi-Register,NCC,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927551988981379,0.927551988981379,0.9245527805406587,0.9245527805406587,1.1378363640056073,1.14,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,1063.4098838784298,0.17%,0.11%
Electricity Multi-Register,NCC,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927551988981379,0.927551988981379,0.9245527805406587,0.9245527805406587,1.1378363640056073,1.14,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,825.4751400124426,0.17%,0.14%
Electricity Multi-Register,NCC,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927551988981379,0.927551988981379,0.9245527805406587,0.9245527805406587,1.1378363640056073,1.14,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,1795.8091404926765,0.17%,0.06%
Electricity Multi-Register,NCC,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927551988981379,0.927551988981379,0.9245527805406587,0.9245527805406587,1.1378363640056073,1.14,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,884.8192795043922,0.14%,0.13%
Electricity Multi-Register,NCC,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927551988981379,0.927551988981379,0.9245527805406587,0.9245527805406587,1.1378363640056073,1.14,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,1063.4098838784298,0.14%,0.11%
Electricity Multi-Register,NCC,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927551988981379,0.927551988981379,0.9245527805406587,0.9245527805406587,1.1378363640056073,1.14,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,825.4751400124426,0.14%,0.14%
Electricity Multi-Register,NCC,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927551988981379,0.927551988981379,0.9245527805406587,0.9245527805406587,1.1378363640056073,1.14,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,1795.8091404926765,0.14%,0.06%
Electricity Multi-Register,NCC,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927551988981379,0.927551988981379,0.9245527805406587,0.9245527805406587,1.1378363640056073,1.14,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,884.8192795043922,0.16%,0.13%
Electricity Multi-Register,NCC,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927551988981379,0.927551988981379,0.9245527805406587,0.9245527805406587,1.1378363640056073,1.14,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,1063.4098838784298,0.16%,0.11%
Electricity Multi-Register,NCC,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927551988981379,0.927551988981379,0.9245527805406587,0.9245527805406587,1.1378363640056073,1.14,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,825.4751400124426,0.16%,0.14%
Electricity Multi-Register,NCC,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927551988981379,0.927551988981379,0.9245527805406587,0.9245527805406587,1.1378363640056073,1.14,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,1795.8091404926765,0.16%,0.06%
Electricity Multi-Register,NCC,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927551988981379,0.927551988981379,0.9245527805406587,0.9245527805406587,1.1378363640056073,1.14,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,884.8192795043922,0.08%,0.13%
Electricity Multi-Register,NCC,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927551988981379,0.927551988981379,0.9245527805406587,0.9245527805406587,1.1378363640056073,1.14,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,1063.4098838784298,0.08%,0.11%
Electricity Multi-Register,NCC,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927551988981379,0.927551988981379,0.9245527805406587,0.9245527805406587,1.1378363640056073,1.14,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,825.4751400124426,0.08%,0.14%
Electricity Multi-Register,NCC,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927551988981379,0.927551988981379,0.9245527805406587,0.9245527805406587,1.1378363640056073,1.14,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,1795.8091404926765,0.08%,0.06%
Electricity Multi-Register,nRAB,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.718798737085214,4.381708630683944,4.16,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,884.8192795043922,0.63%,0.47%
Electricity Multi-Register,nRAB,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.718798737085214,4.381708630683944,4.16,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,1063.4098838784298,0.63%,0.39%
Electricity Multi-Register,nRAB,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.718798737085214,4.381708630683944,4.16,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,825.4751400124426,0.63%,0.5%
Electricity Multi-Register,nRAB,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.718798737085214,4.381708630683944,4.16,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,1795.8091404926765,0.63%,0.23%
Electricity Multi-Register,nRAB,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.718798737085214,4.381708630683944,4.16,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,884.8192795043922,0.5%,0.47%
Electricity Multi-Register,nRAB,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.718798737085214,4.381708630683944,4.16,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,1063.4098838784298,0.5%,0.39%
Electricity Multi-Register,nRAB,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.718798737085214,4.381708630683944,4.16,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,825.4751400124426,0.5%,0.5%
Electricity Multi-Register,nRAB,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.718798737085214,4.381708630683944,4.16,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,1795.8091404926765,0.5%,0.23%
Electricity Multi-Register,nRAB,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.718798737085214,4.381708630683944,4.16,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,884.8192795043922,0.6%,0.47%
Electricity Multi-Register,nRAB,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.718798737085214,4.381708630683944,4.16,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,1063.4098838784298,0.6%,0.39%
Electricity Multi-Register,nRAB,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.718798737085214,4.381708630683944,4.16,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,825.4751400124426,0.6%,0.5%
Electricity Multi-Register,nRAB,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.718798737085214,4.381708630683944,4.16,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,1795.8091404926765,0.6%,0.23%
Electricity Multi-Register,nRAB,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.718798737085214,4.381708630683944,4.16,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,884.8192795043922,0.29%,0.47%
Electricity Multi-Register,nRAB,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.718798737085214,4.381708630683944,4.16,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,1063.4098838784298,0.29%,0.39%
Electricity Multi-Register,nRAB,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.718798737085214,4.381708630683944,4.16,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,825.4751400124426,0.29%,0.5%
Electricity Multi-Register,nRAB,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.718798737085214,4.381708630683944,4.16,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,1795.8091404926765,0.29%,0.23%
Electricity Multi-Register,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,884.8192795043922,1.25%,0.92%
Electricity Multi-Register,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,1063.4098838784298,1.25%,0.77%
Electricity Multi-Register,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,825.4751400124426,1.25%,0.99%
Electricity Multi-Register,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,1795.8091404926765,1.25%,0.46%
Electricity Multi-Register,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,884.8192795043922,0.98%,0.92%
Electricity Multi-Register,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,1063.4098838784298,0.98%,0.77%
Electricity Multi-Register,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,825.4751400124426,0.98%,0.99%
Electricity Multi-Register,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,1795.8091404926765,0.98%,0.46%
Electricity Multi-Register,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,884.8192795043922,1.17%,0.92%
Electricity Multi-Register,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,1063.4098838784298,1.17%,0.77%
Electricity Multi-Register,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,825.4751400124426,1.17%,0.99%
Electricity Multi-Register,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,1795.8091404926765,1.17%,0.46%
Electricity Multi-Register,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,884.8192795043922,0.58%,0.92%
Electricity Multi-Register,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,1063.4098838784298,0.58%,0.77%
Electricity Multi-Register,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,825.4751400124426,0.58%,0.99%
Electricity Multi-Register,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,Standard Credit,Policy Cost Allowances,,,,1421.9109924795189,1795.8091404926765,0.58%,0.46%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,884.8192795043922,1.17%,0.87%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,1063.4098838784298,1.17%,0.72%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,825.4751400124426,1.17%,0.93%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,656.2798670652555,1795.8091404926765,1.17%,0.43%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,884.8192795043922,0.92%,0.87%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,1063.4098838784298,0.92%,0.72%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,825.4751400124426,0.92%,0.93%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,835.1126774018225,1795.8091404926765,0.92%,0.43%
Electricity Multi-Register,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,Standard Credit,Policy Cost Allowances,,,,697.9210781533338,884.8192795043922,1.1%,0.87%
