Payment Method,Fuel Type,Charge Type,Allowance,Cap Period,Start Date,End Date,Cost Value
Standard Credit,Electricity Single Rate,Total Bill,Total,April 2026 - June 2026,2026-04-01,2026-06-01,898.2871109427022
PPM,Electricity Single Rate,Total Bill,Total,April 2026 - June 2026,2026-04-01,2026-06-01,814.165235493928
Direct Debit,Electricity - Multi-Register,Total Bill,Total,April 2026 - June 2026,2026-04-01,2026-06-01,1055.254816650773
Standard Credit,Electricity - Multi-Register,Total Bill,Total,April 2026 - June 2026,2026-04-01,2026-06-01,1132.5607620231472
PPM,Electricity - Multi-Register,Total Bill,Total,April 2026 - June 2026,2026-04-01,2026-06-01,1029.2894998641398
Direct Debit,Gas,Total Bill,Total,April 2026 - June 2026,2026-04-01,2026-06-01,729.7200199710147
Standard Credit,Gas,Total Bill,Total,April 2026 - June 2026,2026-04-01,2026-06-01,789.6357482588263
PPM,Gas,Total Bill,Total,April 2026 - June 2026,2026-04-01,2026-06-01,706.9447674261974
Direct Debit,Dual Fuel,Total Bill,Total,April 2026 - June 2026,2026-04-01,2026-06-01,1641.2183311257702
Standard Credit,Dual Fuel,Total Bill,Total,April 2026 - June 2026,2026-04-01,2026-06-01,1772.3190021616049
PPM,Dual Fuel,Total Bill,Total,April 2026 - June 2026,2026-04-01,2026-06-01,1597.1655030661318
Direct Debit,Electricity Single Rate,Total SC,Total,July 2026 - September 2026,2026-07-01,2026-09-01,198.80729948046357
Standard Credit,Electricity Single Rate,Total SC,Total,July 2026 - September 2026,2026-07-01,2026-09-01,228.53941243913658
PPM,Electricity Single Rate,Total SC,Total,July 2026 - September 2026,2026-07-01,2026-09-01,198.80742031283106
Direct Debit,Electricity - Multi-Register,Total SC,Total,July 2026 - September 2026,2026-07-01,2026-09-01,197.96075503821666
Standard Credit,Electricity - Multi-Register,Total SC,Total,July 2026 - September 2026,2026-07-01,2026-09-01,228.29720647660739
PPM,Electricity - Multi-Register,Total SC,Total,July 2026 - September 2026,2026-07-01,2026-09-01,197.96005479348332
Direct Debit,Gas,Total SC,Total,July 2026 - September 2026,2026-07-01,2026-09-01,100.93589951371024
Standard Credit,Gas,Total SC,Total,July 2026 - September 2026,2026-07-01,2026-09-01,127.55406185910877
PPM,Gas,Total SC,Total,July 2026 - September 2026,2026-07-01,2026-09-01,100.9354722755703
Direct Debit,Dual Fuel,Total SC,Total,July 2026 - September 2026,2026-07-01,2026-09-01,314.73035894388255
Standard Credit,Dual Fuel,Total SC,Total,July 2026 - September 2026,2026-07-01,2026-09-01,373.89814801315765
PPM,Dual Fuel,Total SC,Total,July 2026 - September 2026,2026-07-01,2026-09-01,314.73003721782146
Direct Debit,Electricity Single Rate,Total UR,Total,July 2026 - September 2026,2026-07-01,2026-09-01,621.6682231147016
Standard Credit,Electricity Single Rate,Total UR,Total,July 2026 - September 2026,2026-07-01,2026-09-01,656.2798670652555
PPM,Electricity Single Rate,Total UR,Total,July 2026 - September 2026,2026-07-01,2026-09-01,602.8808996188648
Direct Debit,Electricity - Multi-Register,Total UR,Total,July 2026 - September 2026,2026-07-01,2026-09-01,791.4053570333904
Standard Credit,Electricity - Multi-Register,Total UR,Total,July 2026 - September 2026,2026-07-01,2026-09-01,835.1126774018225
PPM,Electricity - Multi-Register,Total UR,Total,July 2026 - September 2026,2026-07-01,2026-09-01,767.444363022076
Direct Debit,Gas,Total UR,Total,July 2026 - September 2026,2026-07-01,2026-09-01,662.7463466640479
Standard Credit,Gas,Total UR,Total,July 2026 - September 2026,2026-07-01,2026-09-01,697.9210781533338
PPM,Gas,Total UR,Total,July 2026 - September 2026,2026-07-01,2026-09-01,640.0142638825556
Direct Debit,Dual Fuel,Total UR,Total,July 2026 - September 2026,2026-07-01,2026-09-01,1348.6352982676872
Standard Credit,Dual Fuel,Total UR,Total,July 2026 - September 2026,2026-07-01,2026-09-01,1421.9109924795189
PPM,Dual Fuel,Total UR,Total,July 2026 - September 2026,2026-07-01,2026-09-01,1305.0399216764918
Direct Debit,Electricity Single Rate,Total Bill,Total,July 2026 - September 2026,2026-07-01,2026-09-01,820.4755225951652
Standard Credit,Electricity Single Rate,Total Bill,Total,July 2026 - September 2026,2026-07-01,2026-09-01,884.8192795043922
PPM,Electricity Single Rate,Total Bill,Total,July 2026 - September 2026,2026-07-01,2026-09-01,801.6883199316958
Direct Debit,Electricity - Multi-Register,Total Bill,Total,July 2026 - September 2026,2026-07-01,2026-09-01,989.3661120716071
Standard Credit,Electricity - Multi-Register,Total Bill,Total,July 2026 - September 2026,2026-07-01,2026-09-01,1063.4098838784298
PPM,Electricity - Multi-Register,Total Bill,Total,July 2026 - September 2026,2026-07-01,2026-09-01,965.4044178155593
Direct Debit,Gas,Total Bill,Total,July 2026 - September 2026,2026-07-01,2026-09-01,763.6822461777582
Standard Credit,Gas,Total Bill,Total,July 2026 - September 2026,2026-07-01,2026-09-01,825.4751400124426
PPM,Gas,Total Bill,Total,July 2026 - September 2026,2026-07-01,2026-09-01,740.9497361581259
Direct Debit,Dual Fuel,Total Bill,Total,July 2026 - September 2026,2026-07-01,2026-09-01,1663.3656572115697
Standard Credit,Dual Fuel,Total Bill,Total,July 2026 - September 2026,2026-07-01,2026-09-01,1795.8091404926765
PPM,Dual Fuel,Total Bill,Total,July 2026 - September 2026,2026-07-01,2026-09-01,1619.7699588943133
