Payment Method,Fuel Type,Charge Type,Allowance,Cap Period,Cost Value
PPM,Electricity Multi-Register,Standing Charge,PC,Apr 2026 - June 2026,3.4102172359204843
PPM,Electricity Multi-Register,Standing Charge,SMNCC,Apr 2026 - June 2026,-5.227533195
PPM,Electricity Multi-Register,Standing Charge,AA,Jan 2023 - Mar 2023,0.0
PPM,Electricity Multi-Register,Standing Charge,EBIT,Jan 2023 - Mar 2023,3.3757647730918854
PPM,Electricity Multi-Register,Standing Charge,HAP,Jan 2023 - Mar 2023,1.3654239423348222
PPM,Electricity Multi-Register,Standing Charge,NC,Jan 2023 - Mar 2023,84.41146428571427
PPM,Electricity Multi-Register,Standing Charge,OC,Jan 2023 - Mar 2023,47.083665362035234
PPM,Electricity Multi-Register,Standing Charge,PAAC,Jan 2023 - Mar 2023,28.777569471624258
PPM,Electricity Multi-Register,Standing Charge,PAP,Jan 2023 - Mar 2023,0.0
PPM,Electricity Multi-Register,Standing Charge,PC,Jan 2023 - Mar 2023,9.950486379774246
PPM,Electricity Multi-Register,Standing Charge,SMNCC,Jan 2023 - Mar 2023,4.072806502704793
PPM,Electricity Multi-Register,Standing Charge,AA,Jan 2024 - Mar 2024,4.382769007830937
PPM,Electricity Multi-Register,Standing Charge,EBIT,Jan 2024 - Mar 2024,4.440529667548655
PPM,Electricity Multi-Register,Standing Charge,HAP,Jan 2024 - Mar 2024,1.5335581909330362
PPM,Electricity Multi-Register,Standing Charge,NC,Jan 2024 - Mar 2024,103.14368142857143
PPM,Electricity Multi-Register,Standing Charge,OC,Jan 2024 - Mar 2024,50.56121409001957
PPM,Electricity Multi-Register,Standing Charge,PAAC,Jan 2024 - Mar 2024,30.903049706457924
PPM,Electricity Multi-Register,Standing Charge,PAP,Jan 2024 - Mar 2024,0.0
PPM,Electricity Multi-Register,Standing Charge,PC,Jan 2024 - Mar 2024,10.298637820906496
PPM,Electricity Multi-Register,Standing Charge,SMNCC,Jan 2024 - Mar 2024,4.157887606494429
PPM,Electricity Multi-Register,Standing Charge,AA,Jan 2025 - Mar 2025,4.382769007830937
PPM,Electricity Multi-Register,Standing Charge,EBIT,Jan 2025 - Mar 2025,5.391159691171802
PPM,Electricity Multi-Register,Standing Charge,HAP,Jan 2025 - Mar 2025,1.5850687189939616
PPM,Electricity Multi-Register,Standing Charge,NC,Jan 2025 - Mar 2025,120.5856757142857
PPM,Electricity Multi-Register,Standing Charge,OC,Jan 2025 - Mar 2025,51.967863013698626
PPM,Electricity Multi-Register,Standing Charge,PAAC,Jan 2025 - Mar 2025,31.76279452054793
PPM,Electricity Multi-Register,Standing Charge,PAP,Jan 2025 - Mar 2025,0.0
PPM,Electricity Multi-Register,Standing Charge,PC,Jan 2025 - Mar 2025,10.909265371253543
PPM,Electricity Multi-Register,Standing Charge,SMNCC,Jan 2025 - Mar 2025,3.8484746706123665
PPM,Electricity Multi-Register,Standing Charge,AA,Jan 2026 - Mar 2026,0.0
PPM,Electricity Multi-Register,Standing Charge,CO,Jan 2026 - Mar 2026,80.0714623624294
PPM,Electricity Multi-Register,Standing Charge,DRC,Jan 2026 - Mar 2026,7.144000089785023
PPM,Electricity Multi-Register,Standing Charge,EBIT,Jan 2026 - Mar 2026,4.952047011222485
PPM,Electricity Multi-Register,Standing Charge,HAP,Jan 2026 - Mar 2026,1.7840616640692741
PPM,Electricity Multi-Register,Standing Charge,IC,Jan 2026 - Mar 2026,9.93072275026738
PPM,Electricity Multi-Register,Standing Charge,NC,Jan 2026 - Mar 2026,95.2024807142857
PPM,Electricity Multi-Register,Standing Charge,PC,Jan 2026 - Mar 2026,22.915579962327037
PPM,Electricity Multi-Register,Standing Charge,SMNCC,Jan 2026 - Mar 2026,-3.1599999999999997
PPM,Electricity Multi-Register,Standing Charge,AA,Jul 2023 - Sept 2023,0.0
PPM,Electricity Multi-Register,Standing Charge,EBIT,Jul 2023 - Sept 2023,3.8154492464941634
PPM,Electricity Multi-Register,Standing Charge,HAP,Jul 2023 - Sept 2023,1.4299770098878533
PPM,Electricity Multi-Register,Standing Charge,NC,Jul 2023 - Sept 2023,103.14368142857143
PPM,Electricity Multi-Register,Standing Charge,OC,Jul 2023 - Sept 2023,48.959197260273974
PPM,Electricity Multi-Register,Standing Charge,PAAC,Jul 2023 - Sept 2023,29.923895890410957
PPM,Electricity Multi-Register,Standing Charge,PAP,Jul 2023 - Sept 2023,0.0
PPM,Electricity Multi-Register,Standing Charge,PC,Jul 2023 - Sept 2023,10.298637820906496
PPM,Electricity Multi-Register,Standing Charge,SMNCC,Jul 2023 - Sept 2023,4.67217364352585
PPM,Electricity Multi-Register,Standing Charge,AA,Jul 2024 - Sept 2024,4.382769007830937
PPM,Electricity Multi-Register,Standing Charge,EBIT,Jul 2024 - Sept 2024,5.289337824426117
PPM,Electricity Multi-Register,Standing Charge,HAP,Jul 2024 - Sept 2024,1.5724936221292203
PPM,Electricity Multi-Register,Standing Charge,NC,Jul 2024 - Sept 2024,120.5856757142857
PPM,Electricity Multi-Register,Standing Charge,OC,Jul 2024 - Sept 2024,50.991023483365936
PPM,Electricity Multi-Register,Standing Charge,PAAC,Jul 2024 - Sept 2024,31.165749510763195
PPM,Electricity Multi-Register,Standing Charge,PAP,Jul 2024 - Sept 2024,0.0
PPM,Electricity Multi-Register,Standing Charge,PC,Jul 2024 - Sept 2024,10.909265371253543
PPM,Electricity Multi-Register,Standing Charge,SMNCC,Jul 2024 - Sept 2024,4.665285041361693
PPM,Electricity Multi-Register,Standing Charge,AA,Jul 2025 - Sept 2025,0.0
PPM,Electricity Multi-Register,Standing Charge,CO,Jul 2025 - Sept 2025,78.1622439679495
PPM,Electricity Multi-Register,Standing Charge,DRC,Jul 2025 - Sept 2025,7.028681007672083
PPM,Electricity Multi-Register,Standing Charge,EBIT,Jul 2025 - Sept 2025,4.871162080110316
PPM,Electricity Multi-Register,Standing Charge,HAP,Jul 2025 - Sept 2025,1.6177749748051702
PPM,Electricity Multi-Register,Standing Charge,IC,Jul 2025 - Sept 2025,9.350398225815407
PPM,Electricity Multi-Register,Standing Charge,NC,Jul 2025 - Sept 2025,95.2024807142857
PPM,Electricity Multi-Register,Standing Charge,PC,Jul 2025 - Sept 2025,10.979819636605354
PPM,Electricity Multi-Register,Standing Charge,SMNCC,Jul 2025 - Sept 2025,0.10390263632931142
PPM,Electricity Multi-Register,Standing Charge,AA,Jul 2026 - Sept 2026,0.0
PPM,Electricity Multi-Register,Standing Charge,CO,Jul 2026 - Sept 2026,80.93928890537475
PPM,Electricity Multi-Register,Standing Charge,DRC,Jul 2026 - Sept 2026,6.574900404708667
PPM,Electricity Multi-Register,Standing Charge,EBIT,Jul 2026 - Sept 2026,5.50366518864314
PPM,Electricity Multi-Register,Standing Charge,HAP,Jul 2026 - Sept 2026,1.475719566080849
PPM,Electricity Multi-Register,Standing Charge,IC,Jul 2026 - Sept 2026,9.59309345822528
PPM,Electricity Multi-Register,Standing Charge,NC,Jul 2026 - Sept 2026,123.62351857142858
PPM,Electricity Multi-Register,Standing Charge,PC,Jul 2026 - Sept 2026,3.4102172359204843
PPM,Electricity Multi-Register,Standing Charge,SMNCC,Jul 2026 - Sept 2026,-5.227533195
PPM,Electricity Multi-Register,Standing Charge,AA,Oct 2022 - Dec 2022,0.0
PPM,Electricity Multi-Register,Standing Charge,EBIT,Oct 2022 - Dec 2022,3.3757647730918854
PPM,Electricity Multi-Register,Standing Charge,HAP,Oct 2022 - Dec 2022,1.3654239423348222
PPM,Electricity Multi-Register,Standing Charge,NC,Oct 2022 - Dec 2022,84.41146428571427
PPM,Electricity Multi-Register,Standing Charge,OC,Oct 2022 - Dec 2022,47.083665362035234
PPM,Electricity Multi-Register,Standing Charge,PAAC,Oct 2022 - Dec 2022,28.777569471624258
PPM,Electricity Multi-Register,Standing Charge,PAP,Oct 2022 - Dec 2022,0.0
PPM,Electricity Multi-Register,Standing Charge,PC,Oct 2022 - Dec 2022,9.950486379774246
PPM,Electricity Multi-Register,Standing Charge,SMNCC,Oct 2022 - Dec 2022,4.072806502704793
PPM,Electricity Multi-Register,Standing Charge,AA,Oct 2023 - Dec 2023,4.382769007830937
PPM,Electricity Multi-Register,Standing Charge,EBIT,Oct 2023 - Dec 2023,4.509723022561806
PPM,Electricity Multi-Register,Standing Charge,HAP,Oct 2023 - Dec 2023,1.534571250843784
PPM,Electricity Multi-Register,Standing Charge,NC,Oct 2023 - Dec 2023,103.14368142857143
PPM,Electricity Multi-Register,Standing Charge,OC,Oct 2023 - Dec 2023,50.56121409001957
PPM,Electricity Multi-Register,Standing Charge,PAAC,Oct 2023 - Dec 2023,30.903049706457924
PPM,Electricity Multi-Register,Standing Charge,PAP,Oct 2023 - Dec 2023,0.0
PPM,Electricity Multi-Register,Standing Charge,PC,Oct 2023 - Dec 2023,10.298637820906496
PPM,Electricity Multi-Register,Standing Charge,SMNCC,Oct 2023 - Dec 2023,4.157887606494429
PPM,Electricity Multi-Register,Standing Charge,AA,Oct 2024 - Dec 2024,4.382769007830937
PPM,Electricity Multi-Register,Standing Charge,EBIT,Oct 2024 - Dec 2024,5.4274175596417304
PPM,Electricity Multi-Register,Standing Charge,HAP,Oct 2024 - Dec 2024,1.5855995704462298
PPM,Electricity Multi-Register,Standing Charge,NC,Oct 2024 - Dec 2024,120.5856757142857
PPM,Electricity Multi-Register,Standing Charge,OC,Oct 2024 - Dec 2024,51.967863013698626
PPM,Electricity Multi-Register,Standing Charge,PAAC,Oct 2024 - Dec 2024,31.76279452054793
PPM,Electricity Multi-Register,Standing Charge,PAP,Oct 2024 - Dec 2024,0.0
PPM,Electricity Multi-Register,Standing Charge,PC,Oct 2024 - Dec 2024,10.909265371253543
PPM,Electricity Multi-Register,Standing Charge,SMNCC,Oct 2024 - Dec 2024,3.8484746706123665
PPM,Electricity Multi-Register,Standing Charge,AA,Oct 2025 - Dec 2025,0.0
PPM,Electricity Multi-Register,Standing Charge,CO,Oct 2025 - Dec 2025,80.0714623624294
PPM,Electricity Multi-Register,Standing Charge,DRC,Oct 2025 - Dec 2025,7.216641257257794
PPM,Electricity Multi-Register,Standing Charge,EBIT,Oct 2025 - Dec 2025,4.836700035339325
PPM,Electricity Multi-Register,Standing Charge,HAP,Oct 2025 - Dec 2025,1.7335074177772258
PPM,Electricity Multi-Register,Standing Charge,IC,Oct 2025 - Dec 2025,9.93072275026738
PPM,Electricity Multi-Register,Standing Charge,NC,Oct 2025 - Dec 2025,95.2024807142857
PPM,Electricity Multi-Register,Standing Charge,PC,Oct 2025 - Dec 2025,19.505362726406556
PPM,Electricity Multi-Register,Standing Charge,SMNCC,Oct 2025 - Dec 2025,-3.1599999999999997
PPM,Electricity Multi-Register,Unit Rate,AA,Apr 2023 - June 2023,3.622125581231977
PPM,Electricity Multi-Register,Unit Rate,CM,Apr 2023 - June 2023,18.521453844979444
PPM,Electricity Multi-Register,Unit Rate,DF,Apr 2023 - June 2023,1494.1918100465305
PPM,Electricity Multi-Register,Unit Rate,EBIT,Apr 2023 - June 2023,36.60344674584911
PPM,Electricity Multi-Register,Unit Rate,HAP,Apr 2023 - June 2023,26.022495382655514
PPM,Electricity Multi-Register,Unit Rate,NC,Apr 2023 - June 2023,149.12495255263687
PPM,Electricity Multi-Register,Unit Rate,OC,Apr 2023 - June 2023,46.99461095890408
PPM,Electricity Multi-Register,Unit Rate,PAAC,Apr 2023 - June 2023,0.0
PPM,Electricity Multi-Register,Unit Rate,PAP,Apr 2023 - June 2023,0.0
PPM,Electricity Multi-Register,Unit Rate,PC,Apr 2023 - June 2023,175.3389091689072
PPM,Electricity Multi-Register,Unit Rate,SMNCC,Apr 2023 - June 2023,2.099092506511613
PPM,Electricity Multi-Register,Unit Rate,AA,Apr 2024 - June 2024,0.0
PPM,Electricity Multi-Register,Unit Rate,CM,Apr 2024 - June 2024,25.1071862441468
PPM,Electricity Multi-Register,Unit Rate,DF,Apr 2024 - June 2024,477.16805647172947
PPM,Electricity Multi-Register,Unit Rate,EBIT,Apr 2024 - June 2024,20.048815995582405
PPM,Electricity Multi-Register,Unit Rate,HAP,Apr 2024 - June 2024,11.384063799299941
PPM,Electricity Multi-Register,Unit Rate,NC,Apr 2024 - June 2024,114.77800996039174
PPM,Electricity Multi-Register,Unit Rate,OC,Apr 2024 - June 2024,48.94490606653618
PPM,Electricity Multi-Register,Unit Rate,PAAC,Apr 2024 - June 2024,0.0
PPM,Electricity Multi-Register,Unit Rate,PAP,Apr 2024 - June 2024,0.0
PPM,Electricity Multi-Register,Unit Rate,PC,Apr 2024 - June 2024,204.18191276035338
PPM,Electricity Multi-Register,Unit Rate,SMNCC,Apr 2024 - June 2024,2.095997627278443
PPM,Electricity Multi-Register,Unit Rate,AA,Apr 2025 - June 2025,0.0
PPM,Electricity Multi-Register,Unit Rate,CM,Apr 2025 - June 2025,32.44154710305148
PPM,Electricity Multi-Register,Unit Rate,DF,Apr 2025 - June 2025,527.7336147494332
PPM,Electricity Multi-Register,Unit Rate,EBIT,Apr 2025 - June 2025,23.117829571299577
PPM,Electricity Multi-Register,Unit Rate,HAP,Apr 2025 - June 2025,12.438752064483156
PPM,Electricity Multi-Register,Unit Rate,NC,Apr 2025 - June 2025,142.60490287655745
PPM,Electricity Multi-Register,Unit Rate,OC,Apr 2025 - June 2025,50.670167123287676
PPM,Electricity Multi-Register,Unit Rate,PAAC,Apr 2025 - June 2025,0.0
PPM,Electricity Multi-Register,Unit Rate,PAP,Apr 2025 - June 2025,0.0
PPM,Electricity Multi-Register,Unit Rate,PC,Apr 2025 - June 2025,213.51887526782957
PPM,Electricity Multi-Register,Unit Rate,SMNCC,Apr 2025 - June 2025,2.101468984303368
PPM,Electricity Multi-Register,Unit Rate,AA,Apr 2026 - June 2026,0.0
PPM,Electricity Multi-Register,Unit Rate,CM,Apr 2026 - June 2026,52.09104467005212
PPM,Electricity Multi-Register,Unit Rate,CO,Apr 2026 - June 2026,46.25638628615202
PPM,Electricity Multi-Register,Unit Rate,DF,Apr 2026 - June 2026,430.3769001317906
PPM,Electricity Multi-Register,Unit Rate,DRC,Apr 2026 - June 2026,4.114418471111486
PPM,Electricity Multi-Register,Unit Rate,EBIT,Apr 2026 - June 2026,19.628431077626058
PPM,Electricity Multi-Register,Unit Rate,HAP,Apr 2026 - June 2026,9.801389593960183
PPM,Electricity Multi-Register,Unit Rate,IC,Apr 2026 - June 2026,9.335373757405275
PPM,Electricity Multi-Register,Unit Rate,NC,Apr 2026 - June 2026,151.94688498761224
PPM,Electricity Multi-Register,Unit Rate,PC,Apr 2026 - June 2026,107.64554300086165
PPM,Electricity Multi-Register,Unit Rate,SMNCC,Apr 2026 - June 2026,0.0
PPM,Electricity Multi-Register,Unit Rate,AA,Jan 2023 - Mar 2023,3.622125581231977
PPM,Electricity Multi-Register,Unit Rate,CM,Jan 2023 - Mar 2023,12.009130989979031
PPM,Electricity Multi-Register,Unit Rate,DF,Jan 2023 - Mar 2023,2208.3388120062273
PPM,Electricity Multi-Register,Unit Rate,EBIT,Jan 2023 - Mar 2023,49.679931121961765
PPM,Electricity Multi-Register,Unit Rate,HAP,Jan 2023 - Mar 2023,36.268903630141374
PPM,Electricity Multi-Register,Unit Rate,NC,Jan 2023 - Mar 2023,137.51721785081344
PPM,Electricity Multi-Register,Unit Rate,OC,Jan 2023 - Mar 2023,45.19433855185906
PPM,Electricity Multi-Register,Unit Rate,PAAC,Jan 2023 - Mar 2023,0.0
PPM,Electricity Multi-Register,Unit Rate,PAP,Jan 2023 - Mar 2023,0.0
PPM,Electricity Multi-Register,Unit Rate,PC,Jan 2023 - Mar 2023,156.5407692041451
PPM,Electricity Multi-Register,Unit Rate,SMNCC,Jan 2023 - Mar 2023,1.8298116171572252
PPM,Electricity Multi-Register,Unit Rate,AA,Jan 2024 - Mar 2024,0.0
PPM,Electricity Multi-Register,Unit Rate,CM,Jan 2024 - Mar 2024,18.417607023985347
PPM,Electricity Multi-Register,Unit Rate,DF,Jan 2024 - Mar 2024,646.5591270676421
PPM,Electricity Multi-Register,Unit Rate,EBIT,Jan 2024 - Mar 2024,23.01068893808296
PPM,Electricity Multi-Register,Unit Rate,HAP,Jan 2024 - Mar 2024,13.411122331026494
PPM,Electricity Multi-Register,Unit Rate,NC,Jan 2024 - Mar 2024,160.93022874452265
PPM,Electricity Multi-Register,Unit Rate,OC,Jan 2024 - Mar 2024,48.53234363992171
PPM,Electricity Multi-Register,Unit Rate,PAAC,Jan 2024 - Mar 2024,0.0
PPM,Electricity Multi-Register,Unit Rate,PAP,Jan 2024 - Mar 2024,0.0
PPM,Electricity Multi-Register,Unit Rate,PC,Jan 2024 - Mar 2024,177.60989723328595
PPM,Electricity Multi-Register,Unit Rate,SMNCC,Jan 2024 - Mar 2024,1.8680364608888027
PPM,Electricity Multi-Register,Unit Rate,AA,Jan 2025 - Mar 2025,0.0
PPM,Electricity Multi-Register,Unit Rate,CM,Jan 2025 - Mar 2025,23.79972233532604
PPM,Electricity Multi-Register,Unit Rate,DF,Jan 2025 - Mar 2025,486.4905867563552
PPM,Electricity Multi-Register,Unit Rate,EBIT,Jan 2025 - Mar 2025,21.54105270295966
PPM,Electricity Multi-Register,Unit Rate,HAP,Jan 2025 - Mar 2025,11.512047155146794
PPM,Electricity Multi-Register,Unit Rate,NC,Jan 2025 - Mar 2025,127.73367051545803
PPM,Electricity Multi-Register,Unit Rate,OC,Jan 2025 - Mar 2025,49.882547945205495
PPM,Electricity Multi-Register,Unit Rate,PAAC,Jan 2025 - Mar 2025,0.0
PPM,Electricity Multi-Register,Unit Rate,PAP,Jan 2025 - Mar 2025,0.0
PPM,Electricity Multi-Register,Unit Rate,PC,Jan 2025 - Mar 2025,202.62338471974223
PPM,Electricity Multi-Register,Unit Rate,SMNCC,Jan 2025 - Mar 2025,1.9510161166559024
PPM,Electricity Multi-Register,Unit Rate,AA,Jan 2026 - Mar 2026,0.0
PPM,Electricity Multi-Register,Unit Rate,CM,Jan 2026 - Mar 2026,29.363017652570335
PPM,Electricity Multi-Register,Unit Rate,CO,Jan 2026 - Mar 2026,45.76042789137547
PPM,Electricity Multi-Register,Unit Rate,DF,Jan 2026 - Mar 2026,455.20280566706157
PPM,Electricity Multi-Register,Unit Rate,DRC,Jan 2026 - Mar 2026,4.293866637014303
PPM,Electricity Multi-Register,Unit Rate,EBIT,Jan 2026 - Mar 2026,21.454460541559797
PPM,Electricity Multi-Register,Unit Rate,HAP,Jan 2026 - Mar 2026,11.476403596600049
PPM,Electricity Multi-Register,Unit Rate,IC,Jan 2026 - Mar 2026,9.663932594696567
PPM,Electricity Multi-Register,Unit Rate,NC,Jan 2026 - Mar 2026,155.8619988065089
PPM,Electricity Multi-Register,Unit Rate,PC,Jan 2026 - Mar 2026,218.11529658351452
PPM,Electricity Multi-Register,Unit Rate,SMNCC,Jan 2026 - Mar 2026,0.0
PPM,Electricity Multi-Register,Unit Rate,AA,Jul 2023 - Sept 2023,15.025063283808475
PPM,Electricity Multi-Register,Unit Rate,CM,Jul 2023 - Sept 2023,18.521453844979444
PPM,Electricity Multi-Register,Unit Rate,DF,Jul 2023 - Sept 2023,666.6410667610029
PPM,Electricity Multi-Register,Unit Rate,EBIT,Jul 2023 - Sept 2023,20.949558483905136
PPM,Electricity Multi-Register,Unit Rate,HAP,Jul 2023 - Sept 2023,13.844086783072406
PPM,Electricity Multi-Register,Unit Rate,NC,Jul 2023 - Sept 2023,157.03813081506098
PPM,Electricity Multi-Register,Unit Rate,OC,Jul 2023 - Sept 2023,46.99461095890408
PPM,Electricity Multi-Register,Unit Rate,PAAC,Jul 2023 - Sept 2023,0.0
PPM,Electricity Multi-Register,Unit Rate,PAP,Jul 2023 - Sept 2023,0.0
PPM,Electricity Multi-Register,Unit Rate,PC,Jul 2023 - Sept 2023,175.3389091689072
PPM,Electricity Multi-Register,Unit Rate,SMNCC,Jul 2023 - Sept 2023,2.099092506511613
PPM,Electricity Multi-Register,Unit Rate,AA,Jul 2024 - Sept 2024,0.0
PPM,Electricity Multi-Register,Unit Rate,CM,Jul 2024 - Sept 2024,23.1211097300575
PPM,Electricity Multi-Register,Unit Rate,DF,Jul 2024 - Sept 2024,400.7554662471087
PPM,Electricity Multi-Register,Unit Rate,EBIT,Jul 2024 - Sept 2024,18.676826551694386
PPM,Electricity Multi-Register,Unit Rate,HAP,Jul 2024 - Sept 2024,10.21614162213052
PPM,Electricity Multi-Register,Unit Rate,NC,Jul 2024 - Sept 2024,106.82032918413266
PPM,Electricity Multi-Register,Unit Rate,OC,Jul 2024 - Sept 2024,48.94490606653618
PPM,Electricity Multi-Register,Unit Rate,PAAC,Jul 2024 - Sept 2024,0.0
PPM,Electricity Multi-Register,Unit Rate,PAP,Jul 2024 - Sept 2024,0.0
PPM,Electricity Multi-Register,Unit Rate,PC,Jul 2024 - Sept 2024,204.18191276035338
PPM,Electricity Multi-Register,Unit Rate,SMNCC,Jul 2024 - Sept 2024,2.095997627278443
PPM,Electricity Multi-Register,Unit Rate,AA,Jul 2025 - Sept 2025,0.0
PPM,Electricity Multi-Register,Unit Rate,CM,Jul 2025 - Sept 2025,31.613491944024503
PPM,Electricity Multi-Register,Unit Rate,CO,Jul 2025 - Sept 2025,44.669319422867204
PPM,Electricity Multi-Register,Unit Rate,DF,Jul 2025 - Sept 2025,471.15421636604253
PPM,Electricity Multi-Register,Unit Rate,DRC,Jul 2025 - Sept 2025,4.300434100624801
PPM,Electricity Multi-Register,Unit Rate,EBIT,Jul 2025 - Sept 2025,22.255794600355635
PPM,Electricity Multi-Register,Unit Rate,HAP,Jul 2025 - Sept 2025,11.663186486419487
PPM,Electricity Multi-Register,Unit Rate,IC,Jul 2025 - Sept 2025,9.099198563912932
PPM,Electricity Multi-Register,Unit Rate,NC,Jul 2025 - Sept 2025,142.60490287655745
PPM,Electricity Multi-Register,Unit Rate,PC,Jul 2025 - Sept 2025,213.51887526782957
PPM,Electricity Multi-Register,Unit Rate,SMNCC,Jul 2025 - Sept 2025,0.0
PPM,Electricity Multi-Register,Unit Rate,AA,Jul 2026 - Sept 2026,0.0
PPM,Electricity Multi-Register,Unit Rate,CM,Jul 2026 - Sept 2026,44.561279077486724
PPM,Electricity Multi-Register,Unit Rate,CO,Jul 2026 - Sept 2026,46.25638628615202
PPM,Electricity Multi-Register,Unit Rate,DF,Jul 2026 - Sept 2026,410.12176836065055
PPM,Electricity Multi-Register,Unit Rate,DRC,Jul 2026 - Sept 2026,4.0034377243620645
PPM,Electricity Multi-Register,Unit Rate,EBIT,Jul 2026 - Sept 2026,18.61292077097578
PPM,Electricity Multi-Register,Unit Rate,HAP,Jul 2026 - Sept 2026,9.162561606688744
PPM,Electricity Multi-Register,Unit Rate,IC,Jul 2026 - Sept 2026,9.335373757405275
PPM,Electricity Multi-Register,Unit Rate,NC,Jul 2026 - Sept 2026,132.46651511740566
PPM,Electricity Multi-Register,Unit Rate,PC,Jul 2026 - Sept 2026,92.92412032094914
PPM,Electricity Multi-Register,Unit Rate,SMNCC,Jul 2026 - Sept 2026,0.0
PPM,Electricity Multi-Register,Unit Rate,AA,Oct 2022 - Dec 2022,3.622125581231977
PPM,Electricity Multi-Register,Unit Rate,CM,Oct 2022 - Dec 2022,12.009130989979031
PPM,Electricity Multi-Register,Unit Rate,DF,Oct 2022 - Dec 2022,1512.8094841491961
PPM,Electricity Multi-Register,Unit Rate,EBIT,Oct 2022 - Dec 2022,36.20891910002678
PPM,Electricity Multi-Register,Unit Rate,HAP,Oct 2022 - Dec 2022,25.88842965397342
PPM,Electricity Multi-Register,Unit Rate,NC,Oct 2022 - Dec 2022,137.51721785081344
PPM,Electricity Multi-Register,Unit Rate,OC,Oct 2022 - Dec 2022,45.19433855185906
PPM,Electricity Multi-Register,Unit Rate,PAAC,Oct 2022 - Dec 2022,0.0
PPM,Electricity Multi-Register,Unit Rate,PAP,Oct 2022 - Dec 2022,0.0
PPM,Electricity Multi-Register,Unit Rate,PC,Oct 2022 - Dec 2022,156.5407692041451
PPM,Electricity Multi-Register,Unit Rate,SMNCC,Oct 2022 - Dec 2022,1.8298116171572252
PPM,Electricity Multi-Register,Unit Rate,AA,Oct 2023 - Dec 2023,0.0
PPM,Electricity Multi-Register,Unit Rate,CM,Oct 2023 - Dec 2023,18.417607023985347
PPM,Electricity Multi-Register,Unit Rate,DF,Oct 2023 - Dec 2023,594.283958811405
PPM,Electricity Multi-Register,Unit Rate,EBIT,Oct 2023 - Dec 2023,22.210950106688898
PPM,Electricity Multi-Register,Unit Rate,HAP,Oct 2023 - Dec 2023,12.634052616356488
PPM,Electricity Multi-Register,Unit Rate,NC,Oct 2023 - Dec 2023,160.93022874452265
PPM,Electricity Multi-Register,Unit Rate,OC,Oct 2023 - Dec 2023,48.53234363992171
PPM,Electricity Multi-Register,Unit Rate,PAAC,Oct 2023 - Dec 2023,0.0
PPM,Electricity Multi-Register,Unit Rate,PAP,Oct 2023 - Dec 2023,0.0
PPM,Electricity Multi-Register,Unit Rate,PC,Oct 2023 - Dec 2023,177.60989723328595
PPM,Electricity Multi-Register,Unit Rate,SMNCC,Oct 2023 - Dec 2023,1.8680364608888027
PPM,Electricity Multi-Register,Unit Rate,AA,Oct 2024 - Dec 2024,0.0
PPM,Electricity Multi-Register,Unit Rate,CM,Oct 2024 - Dec 2024,23.79972233532604
PPM,Electricity Multi-Register,Unit Rate,DF,Oct 2024 - Dec 2024,467.7342982290743
PPM,Electricity Multi-Register,Unit Rate,EBIT,Oct 2024 - Dec 2024,21.230634165086478
PPM,Electricity Multi-Register,Unit Rate,HAP,Oct 2024 - Dec 2024,11.232891497005875
PPM,Electricity Multi-Register,Unit Rate,NC,Oct 2024 - Dec 2024,127.73367051545803
PPM,Electricity Multi-Register,Unit Rate,OC,Oct 2024 - Dec 2024,49.882547945205495
PPM,Electricity Multi-Register,Unit Rate,PAAC,Oct 2024 - Dec 2024,0.0
PPM,Electricity Multi-Register,Unit Rate,PAP,Oct 2024 - Dec 2024,0.0
PPM,Electricity Multi-Register,Unit Rate,PC,Oct 2024 - Dec 2024,202.62338471974223
PPM,Electricity Multi-Register,Unit Rate,SMNCC,Oct 2024 - Dec 2024,1.9510161166559024
PPM,Electricity Multi-Register,Unit Rate,AA,Oct 2025 - Dec 2025,0.0
PPM,Electricity Multi-Register,Unit Rate,CM,Oct 2025 - Dec 2025,31.10569127562571
PPM,Electricity Multi-Register,Unit Rate,CO,Oct 2025 - Dec 2025,45.76042789137547
PPM,Electricity Multi-Register,Unit Rate,DF,Oct 2025 - Dec 2025,473.8174834296966
PPM,Electricity Multi-Register,Unit Rate,DRC,Oct 2025 - Dec 2025,4.339328064577487
PPM,Electricity Multi-Register,Unit Rate,EBIT,Oct 2025 - Dec 2025,21.87915922692222
PPM,Electricity Multi-Register,Unit Rate,HAP,Oct 2025 - Dec 2025,11.698187293806956
PPM,Electricity Multi-Register,Unit Rate,IC,Oct 2025 - Dec 2025,9.663932594696567
PPM,Electricity Multi-Register,Unit Rate,NC,Oct 2025 - Dec 2025,166.5758564012276
PPM,Electricity Multi-Register,Unit Rate,PC,Oct 2025 - Dec 2025,212.4359100221911
PPM,Electricity Multi-Register,Unit Rate,SMNCC,Oct 2025 - Dec 2025,0.0
PPM,Electricity Single-Rate,Standing Charge,AA,Apr 2023 - June 2023,0.0
PPM,Electricity Single-Rate,Standing Charge,EBIT,Apr 2023 - June 2023,3.8090759009818345
PPM,Electricity Single-Rate,Standing Charge,HAP,Apr 2023 - June 2023,1.4250658460403167
PPM,Electricity Single-Rate,Standing Charge,NC,Apr 2023 - June 2023,103.14368142857143
PPM,Electricity Single-Rate,Standing Charge,OC,Apr 2023 - June 2023,48.63013150684932
